id_program;nama_program;pusdiklat;tahun
PR217;E-Learning Ekspor untuk Usaha Mikro, Kecil, dan Menengah (UMKM);Pusat Pendidikan dan Pelatihan Bea dan Cukai;2023
PR218;E-Learning Enterprise Architecture Kementerian Keuangan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR219;e-Learning Evaluasi Hasil Pembelajaran;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR220;E-learning Evaluasi Kinerja BMN;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR221;E-Learning Evaluasi Kinerja PNBP Level Dasar;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2024
PR222;E-learning Excellent Frontliners;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR223;E-Learning Fascinating Public Speaking;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR224;E-learning Fasilitas Gudang Berikat;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR225;E-Learning Fasilitas Gudang Berikat Non Pegawai DJBC;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR226;E-Learning Fasilitas Gudang Berikat Pegawai DJBC;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR227;E-Learning Fasilitas Kepabeanan dan Cukai Untuk Pencegahan dan Penanggulangan Penyebaran Covid-19;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR228;E-Learning Fasilitas Kepabeanan di Kawasan Khusus;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR229;E-learning Fasilitas KITE IKM;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2019
PR230;E-learning Fasilitas KITE IKM Non Pegawai DJBC;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR231;E-Learning Fasilitas KITE IKM Pegawai DJBC;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2022
PR232;E-learning Fasilitas Pembebasan;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR233;E-learning Fasilitas Pertambangan;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR234;E-Learning Fasilitas Tempat Penimbunan Berikat;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR235;E-learning Financial Programming and Policies, Part 1 (FPP 1x);Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR236;E-Learning Financial Programming and Policies, Part 2 (FPP 2x);Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR237;E-learning Financial System: Instrument, Market, and Flow of Funds;Pusat Pendidikan dan Pelatihan Keuangan Umum;2022
PR238;E-learning Fungsional Pemeriksa Pajak Dasar (Open Access);Pusat Pendidikan dan Pelatihan Pajak;2020
PR239;E-Learning Fungsional Pemeriksa Pajak di Lingkungan Kanwil DJP Jawa Tengah II dan Kanwil DJP Daerah Istimewa Yogyakarta;Pusat Pendidikan dan Pelatihan Pajak;2020
PR240;E-Learning Gambaran Umum Kejahatan Lintas Negara;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2023
PR241;E-Learning Gambaran Umum Kejahatan Lintas Negara untuk Pegawai DJBC;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2023
PR242;E-learning Gambaran Umum Proses Bisnis Sistem Inti Administrasi Perpajakan;Pusat Pendidikan dan Pelatihan Pajak;2022
PR243;E-Learning Gitbased;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR244;E-Learning Hubungan Keuangan Pusat dan Daerah;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR245;E-Learning Hukum Pajak Dasar (Open Access);Pusat Pendidikan dan Pelatihan Pajak;2020
PR246;E-learning Hukum Pajak Dasar (Open Access-Public);Pusat Pendidikan dan Pelatihan Pajak;2020
PR247;E-Learning Hukum Pajak Dasar (Seri);Pusat Pendidikan dan Pelatihan Pajak;2020
PR248;E-learning Identifikasi dan Klasifikasi Barang Dasar;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR249;E-Learning Implementasi Flexible Working Space;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR250;E-Learning Implementasi Redesain Sistem Perencanaan dan Penganggaran (RSPP);Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR251;E-Learning Impor Barang Kiriman;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR252;E-Learning Indonesia National Single Window;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2023
PR253;E-Learning Information Security Awareness;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR254;E-Learning Information Security Awareness untuk Pegawai Special Mission Vehicle (SMV) Kementerian Keuangan ;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR255;E-Learning Integrity and Service Assessment;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR256;E-Learning Internalisasi Kebiasaan Efektif Pegawai;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR257;E-Learning Inventarisasi BMN;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR258;E-Learning IT Risk Management ;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR259;E-Learning Jabatan Fungsional Analis Anggaran;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2021
PR260;E-Learning Jabatan Fungsional Analis Anggaran Ahli Madya dalam Lingkup Tugas Selaku Chief Financial Officer (CFO);Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR261;E-Learning Jabatan Fungsional Analis Anggaran Ahli Madya dalam Lingkup Tugas Selaku Chief Operational Officer (COO);Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR262;E-Learning Jabatan Fungsional Analis Anggaran Ahli Muda dalam Lingkup Tugas Selaku Chief Financial Officer (CFO);Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR263;E-Learning Jabatan Fungsional Analis Anggaran Ahli Muda dalam Lingkup Tugas Selaku Chief Operational Officer (COO);Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR264;E-Learning Jabatan Fungsional Analis Keuangan Pusat dan Daerah;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR265;E-Learning Jabatan Fungsional Analis Pengelolaan Keuangan APBN Ahli Madya ;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR266;E-Learning Jabatan Fungsional Analis Pengelolaan Keuangan APBN Ahli Muda;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR267;E-Learning Jabatan Fungsional Pranata dan Analis Pengelolaan Keuangan APBN;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2021
PR268;E-Learning Jabatan Fungsional Pranata Keuangan APBN Mahir;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR269;E-Learning Jabatan Fungsional Pranata Keuangan APBN Penyelia;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR270;E-Learning Jabatan Fungsional Pranata Keuangan dan Analis Pengelolaan Keuangan APBN;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2024
PR271;E-Learning Jenis dan Format Naskah Dinas;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR272;E-Learning Juru Sita Kepabeanan dan Cukai Dasar;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR273;E-learning Kawasan Berikat Mandiri;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR274;E-Learning Kearsipan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR275;E-Learning Kebijakan dan Instrumen Pembiayaan Hijau  (Green Financing);Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR276;E-learning Kekayaan Negara Lain-lain;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR277;E-Learning Kekayaan Negara Tingkat I;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR278;E-Learning Kekayaan Negara Tingkat II;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR279;E-learning Kerangka Dasar Penyusunan dan Penyajian Laporan Keuangan Syariah;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR280;E-Learning Kerjasama Pemerintah dengan Badan Usaha (KPBU) Tingkat Dasar;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR281;E-Learning Ketentuan Umum dan Tata Cara Perpajakan (KUP) Dasar (Open Access);Pusat Pendidikan dan Pelatihan Pajak;2020
PR282;E-Learning Ketentuan Umum dan Tata Cara Perpajakan (KUP) Dasar (Seri);Pusat Pendidikan dan Pelatihan Pajak;2020
PR283;E-Learning Kode Etik dan Kode Perilaku PNS;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR284;E-Learning Kompetensi Manajerial dan Sosial Kultural Bagi Pelaksana;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR285;E-Learning Kompetensi Manajerial dan Sosial Kultural Jabatan Fungsional Pertama dan Mahir;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR286;E-Learning Kompetensi Manajerial dan Sosial Kultural Level 4 (Advance);Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2024
PR287;E-Learning Kompetensi Manajerial dan Sosial Kultural Pejabat Administrator;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR288;E-learning Kompetensi Manajerial dan Sosial Kultural Pejabat Fungsional Ahli Muda dan  Fungsional Penyelia ;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR289;E-Learning Kompetensi Manajerial dan Sosial Kultural Pejabat Fungsional Pertama dan Mahir;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR290;E-Learning Kompetensi Manajerial dan Sosial Kultural Pejabat Pengawas ;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR291;E-Learning Komunikasi melalui Website dan Media Sosial;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR292;E-learning Konsep Analisis dan Proyeksi Perekonomian Daerah Tingkat Lanjutan untuk Jafung AKPD;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR293;E-learning Konsep Dasar Penyusunan Laporan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR294;E-Learning Leader As A Coach;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR295;E-Learning Leadership Tools: 7 Habits to Develop A Leader’s Mindset;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2024
PR296;E-Learning Leadership Work Value and Leadership Time Application bagi Pejabat Administrator;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR297;E-Learning Leadership Work Value and Leadership Time Application bagi Pejabat Pengawas;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR298;E-Learning Manajemen Kas Satuan Kerja;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR299;E-Learning Manajemen Keberlangsungan Bisnis;Pusat Pendidikan dan Pelatihan Keuangan Umum;2022
PR300;E-Learning Manajemen Kinerja;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR301;E-learning Manajemen Komitmen;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR302;E-Learning Manajemen Pembelajaran E-Learning;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR303;E-learning Manajemen Pengetahuan: Dokumentasi Pengetahuan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR304;E-Learning Manajemen Pengetahuan: Dokumentasi Pengetahuan Bagi Pegawai Direktorat Jenderal Pajak;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR305;E-Learning Manajemen Sumber Daya Manusia Tingkat Dasar;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR306;E-Learning Matriks Risiko Pengendalian dalam Kerangka PIPK;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR307;E-Learning Mekanisme Penetapan Jabatan dan Peringkat bagi Pelaksana di Lingkungan Kementerian Keuangan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR308;E-Learning Mekanisme Penetapan Peringkat dan Jabatan bagi Pelaksana di lingkungan Kementerian Keuangan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR309;E-Learning MKN Dasar: Dasar-Dasar Penyusunan APBN;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR310;E-Learning MKN Dasar: Pengantar Manajemen Keuangan Negara;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR311;E-Learning MKN Dasar: Prinsip-Prinsip Manajemen Keuangan Satuan Kerja Pemerintah Pusat;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR312;E-Learning MKN Menengah: Manajemen Kas Satuan Kerja;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR313;E-Learning MKN Menengah: Manajemen Komitmen;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR314;E-Learning MKN Menengah: Pelaporan dan Pertanggungjawaban;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR315;E-Learning MKN Menengah: Penyusunan Anggaran Berbasis Kinerja;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR316;E-Learning Model-Based Monetary Policy Analysis and Forecasting (MPAFv);Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR317;E-learning Nilai Pabean;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR318;E-Learning Nilai Pabean Untuk Pegawai Non DJBC;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR319;E-learning Optimalisasi Barang Milik Negara pada Kuasa Pengguna Barang;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR320;E-Learning Orientasi Kode Etik dan Kode Perilaku CPNS Kementerian Keuangan;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR321;E-Learning Orientasi Manajemen Pembelajaran;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR322;e-Learning Orientasi Pelaksanaan Tugas Pegawai Badan Pendidikan dan Pelatihan Keuangan (BPPK);Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR323;e-Learning Orientasi Pengenalan Kementerian Keuangan Corporate University;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR324;E-Learning Pajak Dasar;Pusat Pendidikan dan Pelatihan Pajak;2019
PR325;E-learning Pajak Internasional Dasar;Pusat Pendidikan dan Pelatihan Pajak;2021
PR326;E-Learning Pajak Penghasilan (PPh) Dasar (Open Access);Pusat Pendidikan dan Pelatihan Pajak;2020
PR327;E-Learning Pajak Penghasilan (PPh) Dasar (Seri);Pusat Pendidikan dan Pelatihan Pajak;2020
PR328;E-Learning Pajak Pertambahan Nilai dan Pajak Penjualan atas Barang Mewah (PPN dan PPn BM) Dasar (Open Access);Pusat Pendidikan dan Pelatihan Pajak;2020
PR329;E-Learning Pajak Pertambahan Nilai dan Pajak Penjualan atas Barang Mewah (PPN dan PPn BM) Dasar (Seri);Pusat Pendidikan dan Pelatihan Pajak;2020
PR330;E-Learning Pejabat Pembuat Komitmen;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR331;E-Learning Pejabat Penandatangan Surat Perintah Membayar (PPSPM);Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR332;E-learning Pelaporan Audit;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR333;E-learning Pelaporan BMN;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR334;E-Learning Pelaporan dan Pertanggungjawaban;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2021
PR335;E-Learning Pelaporan SPT Tahunan bagi ASN Kemenkeu (Open Access);Pusat Pendidikan dan Pelatihan Pajak;2020
PR336;E-Learning Pemahaman GRC (Governance, Risk, and Control) untuk Auditor;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR337;E-Learning Pemahaman GRC (Governance, Risk, and Control) untuk Manajemen;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR338;E-Learning Pemahaman Laporan Keuangan Perusahaan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR339;E-learning Pemahaman Proses Bisnis Kekayaan Negara Bagi Pegawai Inspektorat Jenderal;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR340;E-learning Pemahaman Proses Bisnis Perimbangan Keuangan Bagi Pegawai Inspektorat Jenderal;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR341;E-Learning Pemahaman Tugas dan Fungsi Pegawai BPPK;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR342;E-Learning Pembangunan Zona Integritas di Kementerian Keuangan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2022
PR343;E-Learning Pembaruan Sistem Inti Administrasi Perpajakan (PSIAP) Seri Digital Mindset;Pusat Pendidikan dan Pelatihan Pajak;2021
PR344;E-Learning Pembaruan Sistem Inti Administrasi Perpajakan (PSIAP) Seri Unlocking Mindset;Pusat Pendidikan dan Pelatihan Pajak;2021
PR345;E-learning Pembekalan Materi Online Group Coaching bagi Pejabat Administrator;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR346;E-learning Pembekalan Materi Online Group Coaching bagi Pejabat Pengawas;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR347;E-learning Pembekalan Materi Online Group Coaching Level Basic;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR348;E-learning Pembekalan Materi Online Group Coaching Level Intermediate;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR349;E-learning Pembekalan Secondment: Proses Bisnis Perpajakan;Pusat Pendidikan dan Pelatihan Pajak;2020
PR350;E-Learning Pemberdayaan Usaha Mikro Kecil dan Koperasi pada Belanja Satuan Kerja;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR351;E-Learning Pembinaan dan Pengawasan Pejabat Lelang Kelas II Bagi Pegawai Pusat Pembinaan Profesi Keuangan (PPPK);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR352;E-Learning Pembinaan, Pengawasan, dan Pengendalian BMN;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR353;E-Learning Pembukuan BMN;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR354;E-learning Pemeriksaan Barang Impor Dasar;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR355;E-Learning Pemeriksaan Pelanggaran Disiplin Pegawai;Pusat Pendidikan dan Pelatihan Keuangan Umum;2022
PR356;E-Learning Pemindahtanganan BMN;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR357;E-Learning Pemotongan dan Pemungutan Pajak Penghasilan (Potput PPh) Dasar (Open Access);Pusat Pendidikan dan Pelatihan Pajak;2020
PR358;E-Learning Pemotongan dan Pemungutan Pajak Penghasilan (Potput PPh) Dasar (Seri);Pusat Pendidikan dan Pelatihan Pajak;2020
PR359;E-Learning Pemusnahan BMN;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR360;E-learning Penagihan Pajak Daerah (Open Access-Public);Pusat Pendidikan dan Pelatihan Pajak;2020
PR361;E-Learning Penatausahaan Barang Milik Desa;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR362;E-Learning Penatausahaan Barang Milik Negara Bagi Pengguna Barang;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR363;E-Learning Penatausahaan BMN;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR364;E-learning Pendekatan Biaya Dalam Penilaian;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR365;E-learning Pendekatan Data Pasar dalam Penilaian;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR366;E-learning Pendekatan Pendapatan Dalam Penilaian;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR367;E-Learning Penegakan Disiplin Pegawai;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR368;E-Learning Pengadaan Barang/Jasa Pemerintah Bagi Atase Keuangan;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR369;E-learning Pengamanan dan Pemeliharaan BMN;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR370;E-Learning Penganggaran Keuangan Desa;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR371;E-learning Pengantar Administrasi Perpajakan Daerah;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR372;E-Learning Pengantar Analisis Laporan Keuangan Dalam Penilaian;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR373;E-Learning Pengantar Analisis Penggunaan Tertinggi dan Terbaik;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR374;E-Learning Pengantar Aset Tidak Berwujud;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR375;E-learning Pengantar BMN yang Berasal dari Aset Bekas Milik Asing/Tionghoa (ABMAT);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR376;E-learning Pengantar BMN Yang Berasal Dari Aset Eks. Kepabeanan dan Cukai;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR377;E-Learning Pengantar BMN yang berasal dari Barang Rampasan Negara dan Barang Gratifikasi;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR378;E-Learning Pengantar BMN yang berasal dari Hulu Migas;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR379;E-Learning Pengantar BMN yang berasal dari Perjanjian Kerjasama/karya Pengusahaan Pertambangan Batubara (PKP2B);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR380;E-Learning Pengantar Cukai Lanjutan;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR381;E-Learning Pengantar E-Audit Perpajakan;Pusat Pendidikan dan Pelatihan Pajak;2024
PR382;E-Learning Pengantar Formulasi Kebijakan dan Pengelolaan Dana Alokasi Umum;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR383;E-Learning Pengantar Formulasi Kebijakan dan Pengelolaan Dana Bagi Hasil;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR384;E-learning Pengantar Formulasi Kebijakan dan Pengelolaan Dana Otonomi Khusus, Dana Tambahan Infrastruktur & Dana Keistimewaan DIY;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR385;E-learning Pengantar Formulasi kebijakan dan Sistem Pengelolaan DAK Nonfisik Bidang Kesehatan ;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR386;E-learning Pengantar Formulasi kebijakan dan Sistem Pengelolaan DAK Nonfisik Bidang Lainnya;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
